participant_id,participant_code,cohort_id,age_band,employment_status_at_entry,education_level_at_entry,referral_source,completion_status,enrollment_date,created_at,updated_at,is_active,data_source
4486,PRT-44854485448544854485,1046,18-19,Unemployed,Entry Level,Job Centre,In Progress,2024-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4487,PRT-44864486448644864486,446,18-19,Economically Inactive,No Qualifications,School/College,In Progress,2025-07-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4488,PRT-44874487448744874487,646,18-19,Part-time Employed,Entry Level,Local Authority,Early Leaver,2023-07-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4489,PRT-44884488448844884488,668,16-17,Unemployed,Level 1,Self-Referral,In Progress,2024-09-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4490,PRT-44894489448944894489,595,22-24,Economically Inactive,Level 1,Self-Referral,Completed,2024-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4491,PRT-44904490449044904490,1152,18-19,Unemployed,Entry Level,Partner Organisation,Completed,2025-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4492,PRT-44914491449144914491,451,22-24,Student,Level 1,Job Centre,Completed,2024-09-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4493,PRT-44924492449244924492,248,20-21,Student,Level 1,Self-Referral,Completed,2022-12-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4494,PRT-44934493449344934493,111,18-19,Unemployed,Level 1,Job Centre,Completed,2023-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4495,PRT-44944494449444944494,545,20-21,Unemployed,Entry Level,Job Centre,Completed,2022-12-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4496,PRT-44954495449544954495,155,20-21,Part-time Employed,Entry Level,Partner Organisation,In Progress,2024-07-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4497,PRT-44964496449644964496,407,22-24,Unemployed,Level 3+,Job Centre,Completed,2024-01-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4498,PRT-44974497449744974497,227,22-24,Economically Inactive,Level 2,Self-Referral,Completed,2024-07-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4499,PRT-44984498449844984498,395,16-17,Unemployed,Level 1,Other,Completed,2024-04-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4500,PRT-44994499449944994499,421,25+,Unemployed,Level 1,Partner Organisation,Completed,2023-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4501,PRT-45004500450045004500,669,20-21,Part-time Employed,Level 2,School/College,Completed,2023-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4502,PRT-45014501450145014501,165,20-21,Unemployed,Level 3+,Job Centre,Transferred,2024-04-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4503,PRT-45024502450245024502,806,25+,Unemployed,No Qualifications,Self-Referral,Early Leaver,2023-04-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4504,PRT-45034503450345034503,470,18-19,Unemployed,Level 1,Other,In Progress,2024-01-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4505,PRT-45044504450445044504,1025,18-19,Unemployed,Level 1,Self-Referral,Completed,2024-04-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4506,PRT-45054505450545054505,806,22-24,Unemployed,Level 2,Job Centre,In Progress,2023-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4507,PRT-45064506450645064506,918,22-24,Economically Inactive,Level 1,Job Centre,Completed,2025-07-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4508,PRT-45074507450745074507,253,18-19,Unemployed,Level 3+,Partner Organisation,Completed,2024-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4509,PRT-45084508450845084508,215,16-17,Economically Inactive,Entry Level,Self-Referral,Early Leaver,2025-07-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4510,PRT-45094509450945094509,371,18-19,Economically Inactive,Entry Level,Job Centre,Transferred,2023-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4511,PRT-45104510451045104510,367,18-19,Student,No Qualifications,Job Centre,Completed,2024-06-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4512,PRT-45114511451145114511,1141,22-24,Unemployed,Level 1,School/College,Completed,2024-06-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4513,PRT-45124512451245124512,304,20-21,Part-time Employed,Level 1,Self-Referral,Completed,2024-03-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4514,PRT-45134513451345134513,8,18-19,Student,Level 2,Job Centre,Early Leaver,2024-09-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4515,PRT-45144514451445144514,802,16-17,Economically Inactive,No Qualifications,Local Authority,Completed,2024-06-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4516,PRT-45154515451545154515,1053,18-19,Economically Inactive,Entry Level,Job Centre,Early Leaver,2024-09-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4517,PRT-45164516451645164516,678,20-21,Unemployed,Entry Level,Self-Referral,Early Leaver,2024-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4518,PRT-45174517451745174517,285,25+,Unemployed,No Qualifications,Job Centre,In Progress,2024-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4519,PRT-45184518451845184518,61,22-24,Economically Inactive,Level 1,Self-Referral,In Progress,2023-04-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4520,PRT-45194519451945194519,226,18-19,Unemployed,Entry Level,Local Authority,In Progress,2025-04-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4521,PRT-45204520452045204520,47,18-19,Part-time Employed,Entry Level,Partner Organisation,In Progress,2024-07-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4522,PRT-45214521452145214521,545,25+,Part-time Employed,No Qualifications,Self-Referral,Completed,2023-01-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4523,PRT-45224522452245224522,149,25+,Unemployed,Entry Level,Job Centre,Completed,2023-01-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4524,PRT-45234523452345234523,1104,18-19,Economically Inactive,Level 2,Job Centre,Completed,2024-10-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4525,PRT-45244524452445244524,131,16-17,Unemployed,No Qualifications,Partner Organisation,Completed,2024-01-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4526,PRT-45254525452545254525,309,16-17,Unemployed,Level 2,Partner Organisation,Early Leaver,2024-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4527,PRT-45264526452645264526,523,22-24,Part-time Employed,Entry Level,Other,Early Leaver,2023-04-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4528,PRT-45274527452745274527,71,18-19,Economically Inactive,Level 2,Other,Completed,2025-07-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4529,PRT-45284528452845284528,502,20-21,Unemployed,Level 2,Self-Referral,Completed,2024-04-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4530,PRT-45294529452945294529,1128,16-17,Student,Entry Level,Self-Referral,Completed,2025-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4531,PRT-45304530453045304530,148,18-19,Economically Inactive,Entry Level,School/College,In Progress,2024-10-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4532,PRT-45314531453145314531,349,20-21,Economically Inactive,Level 2,Partner Organisation,Completed,2024-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4533,PRT-45324532453245324532,791,20-21,Unemployed,Level 1,School/College,Early Leaver,2024-06-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4534,PRT-45334533453345334533,975,16-17,Economically Inactive,No Qualifications,Local Authority,In Progress,2023-09-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4535,PRT-45344534453445344534,362,16-17,Unemployed,No Qualifications,Job Centre,Completed,2025-09-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4536,PRT-45354535453545354535,738,20-21,Unemployed,Level 1,Other,In Progress,2025-03-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4537,PRT-45364536453645364536,639,20-21,Unemployed,Entry Level,Partner Organisation,In Progress,2025-06-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4538,PRT-45374537453745374537,846,22-24,Unemployed,Level 2,School/College,Completed,2024-06-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4539,PRT-45384538453845384538,859,18-19,Unemployed,Level 1,Self-Referral,In Progress,2024-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4540,PRT-45394539453945394539,381,16-17,Unemployed,Entry Level,Local Authority,Early Leaver,2025-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4541,PRT-45404540454045404540,1124,20-21,Student,Level 1,Job Centre,In Progress,2024-10-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4542,PRT-45414541454145414541,745,18-19,Unemployed,No Qualifications,Partner Organisation,Completed,2025-10-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4543,PRT-45424542454245424542,217,16-17,Unemployed,Level 2,Self-Referral,Early Leaver,2025-04-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4544,PRT-45434543454345434543,350,22-24,Unemployed,Entry Level,Self-Referral,In Progress,2024-10-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4545,PRT-45444544454445444544,15,22-24,Unemployed,Entry Level,Job Centre,Completed,2023-07-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4546,PRT-45454545454545454545,708,18-19,Part-time Employed,Level 2,Other,Completed,2024-04-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4547,PRT-45464546454645464546,958,20-21,Student,Level 1,Partner Organisation,Completed,2025-04-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4548,PRT-45474547454745474547,20,18-19,Unemployed,Entry Level,Job Centre,Completed,2023-04-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4549,PRT-45484548454845484548,584,16-17,Part-time Employed,Level 1,Partner Organisation,Completed,2024-07-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4550,PRT-45494549454945494549,210,22-24,Unemployed,Level 1,Self-Referral,Completed,2024-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4551,PRT-45504550455045504550,774,18-19,Unemployed,Entry Level,Job Centre,Early Leaver,2024-04-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4552,PRT-45514551455145514551,942,16-17,Student,Level 1,School/College,In Progress,2023-04-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4553,PRT-45524552455245524552,321,18-19,Unemployed,Level 2,Job Centre,Early Leaver,2024-07-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4554,PRT-45534553455345534553,139,22-24,Part-time Employed,Level 3+,Job Centre,In Progress,2025-07-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4555,PRT-45544554455445544554,1151,22-24,Unemployed,Entry Level,Other,In Progress,2024-03-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4556,PRT-45554555455545554555,1052,18-19,Economically Inactive,Level 2,Self-Referral,In Progress,2024-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4557,PRT-45564556455645564556,1084,18-19,Economically Inactive,Entry Level,Self-Referral,In Progress,2023-03-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4558,PRT-45574557455745574557,1,22-24,Unemployed,Level 2,Self-Referral,In Progress,2024-03-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4559,PRT-45584558455845584558,1109,16-17,Student,Entry Level,Job Centre,Completed,2025-06-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4560,PRT-45594559455945594559,104,18-19,Economically Inactive,No Qualifications,Job Centre,Completed,2024-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4561,PRT-45604560456045604560,20,16-17,Unemployed,Level 1,Partner Organisation,Completed,2023-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4562,PRT-45614561456145614561,809,20-21,Unemployed,Level 1,Self-Referral,Transferred,2025-07-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4563,PRT-45624562456245624562,665,22-24,Unemployed,No Qualifications,Self-Referral,Completed,2024-07-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4564,PRT-45634563456345634563,272,16-17,Part-time Employed,Level 2,School/College,In Progress,2024-04-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4565,PRT-45644564456445644564,822,18-19,Unemployed,Entry Level,School/College,Transferred,2024-07-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4566,PRT-45654565456545654565,395,20-21,Economically Inactive,Level 1,Job Centre,In Progress,2024-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4567,PRT-45664566456645664566,137,18-19,Unemployed,Entry Level,Self-Referral,Completed,2024-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4568,PRT-45674567456745674567,1070,25+,Unemployed,Level 2,Partner Organisation,In Progress,2024-07-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4569,PRT-45684568456845684568,110,18-19,Unemployed,Level 1,Job Centre,In Progress,2025-04-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4570,PRT-45694569456945694569,510,16-17,Unemployed,Level 1,Self-Referral,Completed,2024-01-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4571,PRT-45704570457045704570,834,25+,Economically Inactive,Level 1,Other,Completed,2024-10-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4572,PRT-45714571457145714571,1199,20-21,Unemployed,Level 2,Self-Referral,Completed,2024-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4573,PRT-45724572457245724572,740,18-19,Part-time Employed,Level 1,Local Authority,Completed,2024-10-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4574,PRT-45734573457345734573,27,16-17,Economically Inactive,Entry Level,Job Centre,In Progress,2024-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4575,PRT-45744574457445744574,243,20-21,Unemployed,Level 1,Job Centre,Completed,2025-04-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4576,PRT-45754575457545754575,883,20-21,Part-time Employed,Level 2,Job Centre,Completed,2023-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4577,PRT-45764576457645764576,1081,20-21,Economically Inactive,No Qualifications,Job Centre,Early Leaver,2022-12-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4578,PRT-45774577457745774577,897,25+,Unemployed,Level 1,Partner Organisation,In Progress,2025-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4579,PRT-45784578457845784578,742,16-17,Part-time Employed,No Qualifications,Job Centre,In Progress,2024-12-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4580,PRT-45794579457945794579,163,18-19,Unemployed,No Qualifications,Job Centre,Completed,2024-06-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4581,PRT-45804580458045804580,984,18-19,Unemployed,Entry Level,Job Centre,Completed,2025-03-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4582,PRT-45814581458145814581,328,16-17,Unemployed,Level 1,Job Centre,In Progress,2022-12-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4583,PRT-45824582458245824582,642,22-24,Unemployed,Level 2,Job Centre,Completed,2025-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4584,PRT-45834583458345834583,1130,18-19,Unemployed,Level 2,Job Centre,Completed,2023-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4585,PRT-45844584458445844584,42,18-19,Economically Inactive,Level 2,Self-Referral,In Progress,2023-07-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4586,PRT-45854585458545854585,126,16-17,Unemployed,Entry Level,Job Centre,Completed,2024-01-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
4587,PRT-45864586458645864586,1016,25+,Economically Inactive,No Qualifications,Job Centre,In Progress,2025-10-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
